,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,meta,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
10,71.7,0,0,NSE,1300000001504907,2019-11-29 10:44:47,2019-11-29 10:44:47,22,,3050241,0,{},191129000635727,2019-11-29 10:44:48,LIMIT,191129000619054,0,UD8801,63.05,BO,22,COMPLETE,,,,YESBANK,SELL,71.7,DAY,bo
11,72.0,0,0,NSE,1300000003122997,2019-11-29 10:44:50,2019-11-29 10:44:50,22,12499XJrWYQaH4m33o,3050241,0,{},191129001299850,2019-11-29 10:44:50,LIMIT,,0,UD8801,71.7,BO,22,COMPLETE,,,,YESBANK,SELL,0.0,DAY,bo
12,71.1,0,0,NSE,1300000003123003,2019-11-29 10:44:50,2019-11-29 10:50:02,22,,3050241,0,{},191129001299851,2019-11-29 10:50:02,LIMIT,191129001299850,0,UD8801,71.1,BO,22,COMPLETE,,,,YESBANK,BUY,0.0,DAY,bo
13,0.0,22,22,NSE,1300000003123004,2019-11-29 10:50:02,2019-11-29 10:50:02,0,,3050241,0,{},191129001299852,2019-11-29 10:50:02,SL,191129001299850,22,UD8801,77.05,BO,22,CANCELLED,,,,YESBANK,BUY,74.3,DAY,bo
14,0.0,0,0,NSE,1300000003257314,2019-11-29 10:50:20,2019-11-29 10:50:20,0,12499Xa4NzTd4Jb6Kq,3050241,0,{},191129001342921,2019-11-29 10:50:20,SL,,22,UD8801,74.0,BO,22,TRIGGER PENDING,,,,YESBANK,BUY,74.0,DAY,bo
15,0.0,8,8,NSE,1100000001744054,2019-11-29 11:44:30,2019-11-29 11:44:30,0,,7712001,0,{},191129000619599,2019-11-29 11:44:30,LIMIT,191129000619053,8,UD8801,384.95,BO,8,CANCELLED,,,,IBULHSGFIN,SELL,0.0,DAY,bo
16,354.55,0,0,NSE,1100000001744056,2019-11-29 11:44:30,2019-11-29 11:44:30,8,,7712001,0,{},191129000619600,2019-11-29 11:44:30,LIMIT,191129000619053,0,UD8801,301.3,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,354.9,DAY,bo
17,354.9,0,0,NSE,1100000004718979,2019-11-29 11:44:30,2019-11-29 11:44:34,8,12499Xz6I5ML1AI1FG,7712001,0,{},191129001756894,2019-11-29 11:44:34,LIMIT,,0,UD8801,354.9,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,0.0,DAY,bo
18,344.9,0,0,NSE,1100000004720813,2019-11-29 11:44:34,2019-11-29 13:30:26,8,,7712001,0,{},191129001757396,2019-11-29 13:30:26,LIMIT,191129001756894,0,UD8801,344.9,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,0.0,DAY,bo
19,0.0,8,8,NSE,1100000004720814,2019-11-29 13:30:26,2019-11-29 13:30:26,0,,7712001,0,{},191129001757397,2019-11-29 13:30:26,SL,191129001756894,8,UD8801,384.95,BO,8,CANCELLED,,,,IBULHSGFIN,BUY,376.6,DAY,bo
20,0.0,0,0,NSE,1100000007420360,2019-11-29 13:30:30,2019-11-29 13:30:30,0,12499Xz53Zz0IKjP1a,7712001,0,{},191129002426789,2019-11-29 13:30:30,SL,,8,UD8801,376.6,BO,8,TRIGGER PENDING,,,,IBULHSGFIN,BUY,376.6,DAY,bo
