,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
13,434.55,0,0,NSE,1000000000756192,2019-11-26 09:25:05,2019-11-26 13:16:19,15,,2714625,0,191126000333762,2019-11-26 13:16:19,LIMIT,191126000333738,0,UD8801,434.55,BO,15,COMPLETE,,,,BHARTIARTL,BUY,0.0,DAY,bo
14,0.0,15,0,NSE,1000000000756189,2019-11-26 13:16:19,2019-11-26 13:16:19,0,,2714625,0,191126000333763,2019-11-26 13:16:19,SL,191126000333738,15,UD8801,496.5,BO,15,CANCELLED,,,,BHARTIARTL,BUY,440.0,DAY,bo
15,0.0,0,0,NSE,1000000006119692,2019-11-26 13:16:20,2019-11-26 13:16:20,0,12499XM1l7hghXeUq5,2714625,0,191126002243715,2019-11-26 13:16:20,SL,,19,UD8801,446.6,BO,19,TRIGGER PENDING,,,,BHARTIARTL,BUY,446.6,DAY,bo
16,0.0,8,8,NSE,1100000004824983,2019-11-26 14:18:37,2019-11-26 14:18:37,0,,7712001,0,191126001709697,2019-11-26 14:18:37,LIMIT,191126001153255,8,UD8801,256.9,BO,8,CANCELLED,,,,IBULHSGFIN,BUY,0.0,DAY,bo
17,263.7,0,0,NSE,1100000004824992,2019-11-26 14:18:37,2019-11-26 14:18:37,8,,7712001,0,191126001709698,2019-11-26 14:18:37,LIMIT,191126001153255,0,UD8801,285.35,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,263.7,DAY,bo
18,263.7,0,0,NSE,1100000008079378,2019-11-26 14:18:40,2019-11-26 14:18:40,8,12499XdKgeWGUtW0bj,7712001,0,191126002601965,2019-11-26 14:18:40,LIMIT,,0,UD8801,263.7,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,0.0,DAY,bo
19,0.0,8,8,NSE,1100000008079517,2019-11-26 14:29:04,2019-11-26 14:29:04,0,,7712001,0,191126002601998,2019-11-26 14:29:04,LIMIT,191126002601965,8,UD8801,277.2,BO,8,CANCELLED,,,,IBULHSGFIN,SELL,0.0,DAY,bo
20,260.65,0,0,NSE,1100000008079520,2019-11-26 14:29:04,2019-11-26 14:29:04,8,,7712001,0,191126002601999,2019-11-26 14:29:04,LIMIT,191126002601965,0,UD8801,233.55,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,260.5,DAY,bo
21,260.75,0,0,NSE,1100000008380348,2019-11-26 14:29:10,2019-11-26 14:29:10,8,12499XD2LiIb42aish,7712001,0,191126002676163,2019-11-26 14:29:10,LIMIT,,0,UD8801,260.5,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,0.0,DAY,bo
22,0.0,0,8,NSE,1100000008380360,2019-11-26 14:29:10,2019-11-26 14:29:10,0,,7712001,0,191126002676165,2019-11-26 14:29:10,LIMIT,191126002676163,8,UD8801,257.15,BO,8,OPEN,,,,IBULHSGFIN,BUY,0.0,DAY,bo
23,0.0,0,8,NSE,1100000008380363,2019-11-26 14:29:10,2019-11-26 14:29:10,0,,7712001,0,191126002676166,2019-11-26 14:29:10,SL,191126002676163,8,UD8801,285.35,BO,8,TRIGGER PENDING,,,,IBULHSGFIN,BUY,281.85,DAY,bo
